slope_risk,rainfall_24h_mm,road_condition,bridge_condition,historical_disruptions,congestion_level,flood_risk_level,landslide_probability,elevation_m,river_proximity,month,road_distance_km,risk_score,risk_level,estimated_hours,delay_hours
45.4,0.8,1,1,0,1,6.1,0.163,550.0,0.5,11,110,23,low,3.2,0.9
9.9,0.6,0,0,0,2,14.2,0.02,40.0,0.75,2,310,6,low,6.5,0.0
31.5,2.3,0,0,3,2,50.2,0.275,115.0,0.75,5,195,20,low,4.1,0.0
25.6,1.3,0,0,0,2,10.3,0.083,215.0,0.75,2,280,10,low,5.9,0.0
34.7,61.6,1,0,4,3,100.0,0.495,762.0,0.55,5,265,45,medium,10.9,5.4
66.5,0.5,1,1,0,1,6.1,0.162,1041.0,0.3,11,200,24,low,5.7,1.6
24.1,20.9,2,0,11,2,100.0,0.571,515.0,0.65,6,190,52,medium,14.1,10.2
57.5,1.4,1,1,0,1,6.2,0.166,1041.0,0.3,11,200,21,low,5.8,1.6
48.9,3.8,0,0,0,1,4.3,0.153,1438.0,0.4,1,85,13,low,1.8,0.0
56.0,23.3,0,0,7,2,44.0,1.0,750.0,0.5,7,340,35,medium,8.0,0.9
36.0,4.9,1,0,4,2,65.9,0.583,250.0,0.6,10,230,22,low,6.7,1.9
23.4,4.3,0,0,3,0,91.2,0.144,68.0,0.85,4,175,17,low,3.7,0.1
48.6,13.9,0,1,4,0,100.0,0.175,594.0,0.5,5,440,28,low,9.9,0.7
59.5,8.4,1,1,5,1,21.0,1.0,1117.0,0.35,4,145,34,medium,4.3,1.3
41.8,1.7,1,0,0,0,14.5,0.021,502.0,0.6,3,270,14,low,7.8,2.2
76.9,22.3,1,0,3,0,52.0,1.0,1197.0,0.3,4,180,33,medium,5.8,2.0
42.6,0.4,0,0,1,0,13.1,0.04,408.0,0.6,11,240,12,low,5.0,0.0
38.8,0.1,0,0,0,2,3.0,0.17,750.0,0.5,12,340,8,low,7.1,0.0
50.1,18.7,1,0,6,0,99.0,0.286,515.0,0.65,5,190,32,medium,6.0,2.0
30.3,6.6,0,0,9,1,100.0,0.291,40.0,0.75,9,310,31,medium,6.7,0.2
82.5,2.7,1,0,2,0,6.3,0.171,1197.0,0.3,1,180,17,low,5.2,1.5
55.8,3.6,0,0,8,2,42.8,1.0,1438.0,0.4,6,85,31,medium,1.8,0.0
24.0,2.7,0,0,1,1,13.7,0.043,688.0,0.6,11,210,10,low,4.4,0.1
50.4,4.8,1,0,3,2,85.6,0.292,488.0,0.55,10,140,29,low,4.1,1.2
41.0,35.1,2,1,7,2,100.0,0.235,574.0,0.55,6,380,50,medium,30.7,22.8
33.1,23.7,0,0,10,0,100.0,0.398,102.0,0.7,8,270,33,medium,6.4,0.8
5.9,17.7,0,0,2,0,97.5,0.281,115.0,0.75,4,195,15,low,4.5,0.4
24.2,23.3,0,0,5,1,100.0,0.308,802.0,0.6,10,270,29,low,6.4,0.7
34.1,20.5,0,0,2,1,100.0,0.393,408.0,0.6,4,240,24,low,5.6,0.6
49.0,0.4,1,1,0,1,3.0,0.172,1117.0,0.35,12,145,20,low,4.2,1.1
26.7,0.3,1,0,0,0,12.1,0.03,762.0,0.55,12,265,13,low,7.6,2.1
47.1,15.6,1,1,0,1,3.9,0.236,1117.0,0.35,3,145,22,low,4.5,1.5
56.1,8.3,2,2,4,1,42.0,1.0,870.0,0.45,5,310,43,medium,21.6,15.1
66.2,9.2,1,1,2,2,92.4,0.32,578.0,0.45,5,168,32,medium,5.0,1.5
40.8,0.6,0,0,0,3,7.1,0.101,422.0,0.65,2,485,15,low,10.1,0.0
52.5,5.9,1,0,9,1,44.7,1.0,1238.0,0.35,7,190,39,medium,5.6,1.6
57.5,0.7,1,1,8,1,30.4,1.0,1117.0,0.35,9,145,33,medium,4.2,1.1
20.6,10.8,1,0,6,1,100.0,0.476,115.0,0.75,8,195,26,low,5.9,1.8
22.2,16.9,0,0,5,1,100.0,0.185,202.0,0.7,5,330,25,low,7.5,0.6
24.6,8.9,0,1,4,1,100.0,0.459,115.0,0.75,9,195,25,low,4.3,0.2
71.2,1.9,1,1,2,1,43.6,0.681,961.0,0.35,5,390,28,low,11.2,3.1
50.2,1.4,1,0,10,0,82.2,0.518,797.0,0.4,9,74,34,medium,2.1,0.6
46.0,0.8,1,0,0,1,12.2,0.031,515.0,0.65,12,190,11,low,5.5,1.5
4.0,11.7,0,0,2,0,88.8,0.252,115.0,0.75,4,195,18,low,4.3,0.3
45.7,0.3,1,0,0,2,10.1,0.081,250.0,0.6,12,230,20,low,6.6,1.8
20.7,23.5,0,0,7,3,100.0,1.0,215.0,0.75,7,280,35,medium,6.6,0.8
62.7,11.8,1,1,10,2,49.5,1.0,1238.0,0.35,7,190,46,medium,5.8,1.8
15.1,28.1,1,1,6,3,100.0,0.425,102.0,0.7,7,270,38,medium,9.0,3.3
34.7,61.6,0,1,6,0,100.0,0.635,594.0,0.5,7,440,42,medium,13.2,4.1
60.8,9.8,1,1,8,2,21.5,1.0,1117.0,0.35,5,145,42,medium,4.4,1.3
49.2,9.7,1,0,8,2,47.8,1.0,775.0,0.5,9,245,34,medium,7.4,2.3
59.2,1.2,1,0,0,0,4.1,0.144,1238.0,0.35,12,190,17,low,5.5,1.5
42.9,80.0,0,0,7,1,100.0,1.0,797.0,0.4,7,74,51,medium,2.6,1.0
19.7,16.9,0,0,11,2,100.0,0.355,40.0,0.75,6,310,34,medium,7.1,0.6
15.7,2.2,0,0,4,1,75.1,0.206,115.0,0.75,5,195,13,low,4.1,0.0
21.4,7.2,0,0,3,0,82.4,0.23,115.0,0.75,5,195,17,low,4.2,0.2
65.1,2.4,1,0,0,0,12.6,0.032,762.0,0.55,1,265,23,low,7.7,2.1
32.0,5.9,0,0,0,2,15.6,0.023,202.0,0.7,11,330,17,low,7.1,0.2
61.5,1.8,0,1,9,3,82.8,0.522,797.0,0.4,7,74,43,medium,1.6,0.0
25.1,8.8,1,0,5,3,100.0,0.305,202.0,0.7,9,330,34,medium,9.9,3.0
60.4,1.4,1,0,8,1,100.0,0.388,762.0,0.55,7,265,40,medium,7.6,2.1
51.3,3.1,0,0,5,0,51.0,0.28,797.0,0.4,10,74,25,low,1.6,0.0
5.2,0.1,0,0,0,2,8.0,0.04,115.0,0.75,12,195,7,low,4.1,0.0
4.6,2.0,0,0,0,1,14.6,0.021,35.0,0.85,11,550,9,low,11.6,0.1
19.1,2.7,0,0,0,0,4.2,0.149,775.0,0.5,3,245,3,low,5.2,0.1
25.7,0.1,0,0,1,0,13.0,0.04,408.0,0.6,12,240,7,low,5.0,0.0
46.0,1.3,2,2,2,3,6.2,0.165,870.0,0.45,1,310,32,medium,20.8,14.3
29.2,0.6,0,0,0,0,10.1,0.081,215.0,0.75,1,280,4,low,5.9,0.0
26.0,12.6,0,0,11,1,100.0,0.657,115.0,0.75,9,195,32,medium,4.3,0.3
67.9,0.9,1,1,0,0,3.1,0.174,1117.0,0.35,3,145,25,low,4.2,1.1
30.4,0.2,0,0,2,0,12.0,0.03,802.0,0.6,12,270,9,low,5.6,0.0
36.5,10.7,0,0,2,1,12.1,0.101,215.0,0.75,3,280,21,low,6.2,0.3
39.7,1.4,0,1,8,1,100.0,0.259,594.0,0.5,8,440,30,low,9.2,0.1
51.8,1.4,1,1,0,2,13.4,0.041,578.0,0.45,1,168,21,low,4.8,1.3
54.3,15.8,1,1,7,3,100.0,0.363,578.0,0.45,5,168,48,medium,5.2,1.7
8.6,40.8,0,1,13,2,100.0,1.0,115.0,0.75,8,195,46,medium,5.1,1.0
70.9,7.3,1,0,0,0,13.8,0.035,762.0,0.55,2,265,19,low,7.9,2.3
56.1,2.2,0,0,0,0,8.4,0.042,797.0,0.4,2,74,11,low,1.6,0.0
60.6,2.8,0,0,0,1,4.2,0.15,1438.0,0.4,1,85,12,low,1.8,0.0
21.3,2.9,0,0,4,0,74.0,1.0,422.0,0.65,8,485,25,low,10.3,0.1
43.5,7.3,1,0,1,2,96.3,0.154,502.0,0.6,5,270,26,low,8.0,2.4
23.0,0.8,0,0,0,1,14.2,0.02,68.0,0.85,11,175,5,low,3.7,0.0
27.3,0.1,0,0,1,0,14.0,0.02,40.0,0.75,2,310,0,low,6.5,0.0
22.2,9.4,0,0,10,3,100.0,0.309,68.0,0.85,7,175,39,medium,3.8,0.2
53.3,19.3,1,1,9,1,83.2,1.0,550.0,0.5,8,110,47,medium,3.5,1.2
56.8,30.5,2,1,9,3,48.3,1.0,1117.0,0.35,6,145,55,medium,11.4,8.4
72.4,5.7,1,1,4,3,40.1,1.0,1041.0,0.3,4,200,44,medium,5.9,1.7
43.5,36.6,1,0,7,3,100.0,0.958,470.0,0.55,7,215,49,medium,7.5,3.0
57.1,6.4,0,0,0,0,4.5,0.162,1438.0,0.4,2,85,12,low,1.8,0.1
33.5,0.8,1,0,0,2,8.1,0.041,470.0,0.55,12,215,11,low,6.2,1.7
33.4,2.9,1,0,0,1,12.7,0.032,515.0,0.65,1,190,18,low,5.5,1.5
29.8,23.3,1,1,3,3,100.0,0.103,574.0,0.55,5,380,40,medium,12.3,4.4
25.5,16.5,1,0,12,2,100.0,0.706,688.0,0.6,6,210,47,medium,6.5,2.2
29.7,5.7,0,0,5,0,78.0,1.0,422.0,0.65,9,485,22,low,10.4,0.3
68.5,5.7,1,1,0,1,6.7,0.183,1041.0,0.3,1,200,22,low,5.9,1.7
4.6,0.0,0,0,1,0,14.0,0.02,40.0,0.75,12,310,6,low,6.5,0.0
58.5,21.9,0,0,6,1,25.9,1.0,750.0,0.5,4,340,27,low,8.0,0.9
34.4,0.6,1,0,2,1,8.1,0.041,470.0,0.55,12,215,24,low,6.2,1.7
36.0,14.5,0,0,6,3,100.0,0.341,202.0,0.7,6,330,24,low,7.4,0.5
22.7,0.1,0,0,1,2,7.0,0.1,422.0,0.65,11,485,5,low,10.1,0.0
9.7,0.2,0,0,1,0,14.1,0.02,35.0,0.85,12,550,1,low,11.5,0.0
53.8,0.5,1,1,0,0,13.1,0.041,578.0,0.45,12,168,17,low,4.8,1.3
41.3,1.3,1,1,3,2,92.3,0.067,574.0,0.55,10,380,24,low,10.9,3.0
27.5,2.1,1,0,0,0,10.4,0.084,250.0,0.6,1,230,8,low,6.6,1.8
30.8,1.3,0,0,2,2,86.2,0.134,202.0,0.7,5,330,21,low,6.9,0.0
58.3,3.6,1,1,1,2,7.5,0.109,961.0,0.35,3,390,24,low,11.3,3.2
43.2,2.0,1,1,9,1,100.0,0.263,594.0,0.5,8,440,38,medium,12.7,3.5
39.2,5.1,0,0,0,2,14.3,0.045,408.0,0.6,3,240,4,low,5.1,0.1
20.2,3.1,0,0,2,1,14.9,0.022,202.0,0.7,2,330,1,low,7.0,0.1
25.6,1.7,0,0,0,3,14.5,0.021,790.0,0.55,3,98,11,low,2.1,0.0
74.1,59.5,2,1,7,1,100.0,1.0,1041.0,0.3,7,200,64,high,19.0,14.8
17.5,2.4,0,0,0,1,13.6,0.042,20.0,0.8,11,320,8,low,6.7,0.1
52.8,1.8,0,1,1,0,14.5,0.021,594.0,0.5,11,440,16,low,9.2,0.1
29.1,1.1,0,0,0,2,10.2,0.082,215.0,0.75,2,280,7,low,5.9,0.0
57.1,18.2,0,0,1,3,32.7,1.0,1438.0,0.4,4,85,28,low,1.9,0.2
0.1,1.2,0,0,0,0,14.3,0.021,102.0,0.7,11,270,0,low,5.7,0.0
56.1,5.1,0,0,0,1,8.8,0.045,797.0,0.4,11,74,14,low,1.6,0.0
54.1,6.6,1,1,2,0,20.4,1.0,1117.0,0.35,4,145,27,low,4.3,1.3
72.8,44.9,0,1,3,0,100.0,0.276,594.0,0.5,5,440,43,medium,11.8,2.7
34.0,18.6,1,0,9,3,100.0,0.366,202.0,0.7,6,330,46,medium,10.4,3.5
36.5,1.8,0,1,5,0,87.0,0.136,594.0,0.5,10,440,18,low,9.2,0.1
70.1,5.1,2,1,10,0,66.1,1.0,1041.0,0.3,7,200,47,medium,13.7,9.5
32.4,1.0,1,0,3,1,85.6,0.133,502.0,0.6,10,270,27,low,7.8,2.1
40.8,44.1,0,0,11,1,100.0,1.0,797.0,0.4,7,74,50,medium,2.0,0.4
22.5,6.2,1,0,7,2,100.0,0.433,515.0,0.65,9,190,37,medium,5.6,1.6
0.0,12.7,1,0,6,3,100.0,0.329,35.0,0.85,7,550,35,medium,16.8,5.3
81.9,5.3,1,1,1,2,6.6,0.181,1041.0,0.3,3,200,31,medium,5.9,1.7
72.8,12.3,1,0,0,1,44.8,1.0,1197.0,0.3,4,180,28,low,5.5,1.7
71.9,0.1,1,1,0,1,7.0,0.1,961.0,0.35,3,390,21,low,11.1,3.0
24.5,2.0,0,0,0,1,12.5,0.031,115.0,0.75,12,195,7,low,4.1,0.0
0.0,1.5,0,0,4,0,86.5,0.135,40.0,0.75,10,310,14,low,6.5,0.0
58.8,1.6,1,0,0,0,10.3,0.083,250.0,0.6,12,230,17,low,6.6,1.8
36.8,6.1,0,0,0,2,7.9,0.115,422.0,0.65,11,485,8,low,10.4,0.3
24.3,7.5,0,0,3,2,69.0,0.617,215.0,0.75,5,280,22,low,6.1,0.2
38.5,0.2,0,0,0,3,8.0,0.04,797.0,0.4,1,74,16,low,1.5,0.0
54.0,1.4,0,0,0,2,4.1,0.145,1438.0,0.4,3,85,15,low,1.8,0.0
34.8,1.4,0,0,1,3,13.4,0.041,408.0,0.6,12,240,16,low,5.0,0.0
31.4,0.6,1,0,1,2,13.1,0.041,488.0,0.55,12,140,18,low,4.0,1.1
41.5,1.6,1,0,7,1,100.0,0.39,802.0,0.6,8,270,35,medium,7.8,2.2
44.6,1.2,1,0,1,1,12.3,0.031,762.0,0.55,1,265,15,low,7.6,2.1
54.8,114.3,0,1,6,3,100.0,1.0,1438.0,0.4,7,85,63,high,4.1,2.4
53.2,6.2,1,0,6,2,89.9,0.577,470.0,0.55,7,215,37,medium,6.3,1.9
72.3,0.6,1,0,1,3,6.1,0.162,1197.0,0.3,12,180,26,low,5.2,1.4
36.6,1.2,1,0,2,0,8.2,0.041,470.0,0.55,2,215,8,low,6.2,1.7
34.0,0.9,1,0,0,0,14.2,0.02,502.0,0.6,12,270,12,low,7.7,2.1
39.9,5.8,1,0,3,0,80.4,0.223,762.0,0.55,10,265,26,low,7.8,2.3
32.0,7.3,0,0,5,2,48.2,0.769,422.0,0.65,5,485,23,low,10.5,0.4
39.5,5.5,0,0,5,2,86.6,0.296,408.0,0.6,4,240,28,low,5.1,0.1
45.2,1.4,1,1,3,1,13.4,0.041,578.0,0.45,12,168,21,low,4.8,1.3
61.5,3.7,1,0,0,2,4.3,0.153,1238.0,0.35,12,190,19,low,5.5,1.6
2.4,0.1,0,0,1,2,14.0,0.02,35.0,0.85,11,550,4,low,11.5,0.0
15.0,1.2,0,0,7,1,100.0,0.386,115.0,0.75,7,195,23,low,4.1,0.0
28.2,4.1,1,0,0,0,13.0,0.033,762.0,0.55,1,265,5,low,7.7,2.2
34.0,4.5,0,0,2,3,7.6,0.111,422.0,0.65,3,485,12,low,10.3,0.2
29.1,8.1,0,1,4,2,100.0,0.301,594.0,0.5,9,440,29,low,9.6,0.4
3.2,1.7,0,0,0,2,12.4,0.031,115.0,0.75,11,195,3,low,4.1,0.0
31.9,0.7,0,0,1,0,13.2,0.041,688.0,0.6,1,210,14,low,4.4,0.0
35.8,12.7,2,1,9,2,100.0,0.658,470.0,0.55,8,215,50,medium,15.3,10.8
40.7,0.8,0,0,1,2,12.2,0.031,802.0,0.6,11,270,11,low,5.6,0.0
38.9,64.5,0,0,12,2,100.0,0.653,202.0,0.7,8,330,48,medium,10.1,3.3
54.3,2.4,1,1,1,1,6.3,0.17,550.0,0.5,11,110,22,low,3.2,0.9
62.1,0.1,1,0,2,0,4.0,0.14,1238.0,0.35,1,190,20,low,5.4,1.5
34.0,0.0,0,0,1,1,14.0,0.02,202.0,0.7,2,330,10,low,6.9,0.0
44.8,0.6,1,0,1,0,60.7,0.528,250.0,0.6,4,230,16,low,6.6,1.8
31.4,5.0,0,0,8,1,46.2,0.731,422.0,0.65,5,485,19,low,10.4,0.3
9.5,15.8,0,0,3,0,100.0,0.181,35.0,0.85,10,550,14,low,12.4,1.0
37.3,0.7,0,0,1,2,7.1,0.102,422.0,0.65,11,485,12,low,10.1,0.0
71.6,14.7,2,2,0,0,46.6,1.0,870.0,0.45,10,310,42,medium,22.3,15.9
64.3,11.2,1,1,0,2,7.3,0.205,1041.0,0.3,2,200,25,low,6.1,1.9
35.4,16.0,0,0,10,0,100.0,0.525,802.0,0.6,7,270,30,low,6.1,0.5
47.0,6.0,1,1,8,3,100.0,0.144,574.0,0.55,8,380,44,medium,11.2,3.3
51.0,5.6,0,1,6,3,93.5,0.148,594.0,0.5,4,440,36,medium,9.4,0.3
51.9,16.8,0,1,0,2,18.7,0.028,594.0,0.5,3,440,21,low,10.0,0.8
40.9,0.9,0,0,0,1,12.2,0.031,802.0,0.6,1,270,6,low,5.7,0.0
81.0,6.0,1,1,0,0,6.7,0.184,1041.0,0.3,2,200,21,low,5.9,1.7
59.2,0.5,0,0,0,0,13.1,0.041,408.0,0.6,11,240,7,low,5.0,0.0
12.9,0.9,0,0,1,0,13.2,0.041,20.0,0.8,1,320,3,low,6.7,0.0
50.7,1.0,1,1,14,3,100.0,0.256,594.0,0.5,9,440,43,medium,12.6,3.5
40.5,61.1,1,0,7,2,100.0,0.948,762.0,0.55,7,265,49,medium,10.9,5.4
32.5,12.0,0,0,4,0,96.7,0.338,688.0,0.6,5,210,17,low,4.7,0.3
30.4,38.7,1,1,3,1,100.0,0.128,574.0,0.55,5,380,39,medium,13.5,5.5
22.5,1.4,0,0,1,1,3.1,0.176,750.0,0.5,3,340,9,low,7.1,0.1
70.7,3.5,2,1,9,3,64.2,1.0,1041.0,0.3,9,200,52,medium,13.6,9.4
13.1,7.3,1,0,1,1,68.8,0.615,250.0,0.6,4,230,22,low,6.8,2.0
21.9,13.3,0,0,2,0,100.0,0.173,40.0,0.75,4,310,14,low,6.9,0.5
27.5,11.1,0,0,3,2,88.0,0.249,115.0,0.75,5,195,21,low,4.3,0.2
46.3,4.5,0,0,0,1,14.2,0.045,408.0,0.6,3,240,8,low,5.1,0.1
32.2,8.9,0,0,6,0,91.9,0.318,408.0,0.6,10,240,23,low,5.2,0.2
44.6,0.7,1,0,0,1,12.2,0.031,515.0,0.65,12,190,16,low,5.4,1.5
14.8,1.5,0,1,6,1,100.0,0.259,102.0,0.7,9,270,22,low,5.7,0.0
41.3,0.9,1,0,12,3,100.0,0.384,762.0,0.55,7,265,41,medium,7.6,2.1
49.4,0.2,1,1,0,0,3.0,0.171,1117.0,0.35,12,145,18,low,4.1,1.1
41.1,3.7,0,0,1,1,14.0,0.044,408.0,0.6,2,240,13,low,5.1,0.1
25.8,0.6,1,1,0,1,6.1,0.162,550.0,0.5,11,110,17,low,3.2,0.9
35.7,1.8,1,1,1,0,13.5,0.042,578.0,0.45,12,168,21,low,4.8,1.3
42.0,6.0,1,0,3,0,67.2,0.598,250.0,0.6,10,230,25,low,6.8,2.0
24.0,3.8,1,0,9,1,100.0,0.411,115.0,0.75,6,195,35,medium,5.7,1.6
38.7,2.5,0,0,7,0,88.1,0.138,790.0,0.55,10,98,22,low,2.1,0.0
55.9,1.7,1,1,0,1,6.2,0.167,550.0,0.5,2,110,23,low,3.2,0.9
18.6,2.5,0,0,0,0,8.4,0.043,115.0,0.75,2,195,6,low,4.1,0.1
38.5,9.7,0,0,7,2,100.0,0.311,202.0,0.7,6,330,29,low,7.2,0.4
32.2,4.4,0,0,1,0,78.3,0.216,115.0,0.75,4,195,9,low,4.2,0.1
25.6,7.4,1,0,9,1,100.0,0.296,35.0,0.85,7,550,32,medium,16.3,4.9
17.9,1.4,0,0,1,0,14.4,0.021,35.0,0.85,2,550,8,low,11.5,0.1
64.4,1.5,2,2,4,2,37.1,1.0,870.0,0.45,10,310,45,medium,20.8,14.4
42.8,5.3,0,0,0,1,11.1,0.091,215.0,0.75,2,280,12,low,6.0,0.2
79.0,7.2,1,0,3,0,68.6,1.0,1197.0,0.3,9,180,33,medium,5.3,1.6
36.0,0.4,1,0,1,0,14.1,0.02,502.0,0.6,3,270,12,low,7.7,2.1
47.8,2.5,0,0,0,0,8.4,0.042,797.0,0.4,3,74,10,low,1.6,0.0
32.9,2.4,1,0,9,1,83.9,0.53,470.0,0.55,8,215,39,medium,6.2,1.7
15.1,1.6,1,0,0,0,10.3,0.083,250.0,0.6,12,230,11,low,6.6,1.8
20.9,4.0,1,0,1,0,13.0,0.033,515.0,0.65,3,190,9,low,5.5,1.6
27.6,4.0,1,1,0,3,6.5,0.176,550.0,0.5,1,110,26,low,3.2,0.9
52.6,0.6,1,0,1,2,4.0,0.142,1238.0,0.35,12,190,18,low,5.4,1.5
23.0,0.1,0,0,1,1,8.0,0.04,115.0,0.75,12,195,7,low,4.1,0.0
25.1,2.2,0,0,10,2,31.3,1.0,750.0,0.5,6,340,33,medium,7.2,0.1
46.2,25.2,2,1,9,2,90.2,1.0,550.0,0.5,7,110,55,medium,8.4,6.1
30.0,6.2,1,0,4,1,87.6,0.3,488.0,0.55,5,140,23,low,4.1,1.2
42.5,3.0,0,0,1,1,89.0,0.14,202.0,0.7,5,330,21,low,7.0,0.1
66.9,0.3,1,1,2,1,6.0,0.161,1041.0,0.3,2,200,23,low,5.7,1.6
17.7,1.0,0,0,2,0,14.3,0.02,102.0,0.7,12,270,6,low,5.7,0.0
20.0,2.4,0,0,2,1,14.7,0.021,202.0,0.7,3,330,8,low,7.0,0.1
36.2,0.5,0,0,0,0,14.2,0.02,202.0,0.7,12,330,6,low,6.9,0.0
22.4,0.1,0,0,0,3,10.0,0.08,215.0,0.75,1,280,14,low,5.8,0.0
75.3,0.6,1,1,2,1,3.0,0.172,1117.0,0.35,11,145,30,low,4.2,1.1
54.0,26.2,2,0,4,2,100.0,0.62,515.0,0.65,8,190,47,medium,14.6,10.6
42.5,29.5,0,1,8,0,100.0,0.435,594.0,0.5,7,440,33,medium,10.8,1.6
0.0,0.5,0,0,0,1,14.1,0.02,68.0,0.85,12,175,5,low,3.7,0.0
32.5,11.3,0,0,6,3,29.4,1.0,775.0,0.5,4,245,24,low,5.4,0.3
40.2,4.5,1,1,3,1,16.3,0.011,574.0,0.55,11,380,23,low,11.1,3.2
34.1,8.0,0,0,0,1,3.5,0.204,750.0,0.5,3,340,9,low,7.4,0.3
40.5,6.6,1,1,2,0,100.0,0.076,574.0,0.55,4,380,22,low,11.2,3.3
58.6,8.6,1,0,1,1,4.7,0.17,1238.0,0.35,3,190,27,low,5.7,1.7
39.3,85.6,1,0,6,0,100.0,0.785,502.0,0.6,7,270,49,medium,13.5,7.9
53.5,13.7,0,1,7,1,100.0,0.335,594.0,0.5,6,440,33,medium,9.8,0.7
45.0,6.3,0,1,4,0,94.5,0.15,594.0,0.5,5,440,28,low,9.5,0.3
60.5,3.0,1,0,3,0,38.2,1.0,1197.0,0.3,5,180,25,low,5.2,1.5
20.3,12.4,1,0,1,3,59.9,0.341,470.0,0.55,4,215,24,low,6.5,2.1
21.6,0.7,1,0,0,3,10.1,0.081,250.0,0.6,1,230,17,low,6.6,1.8
30.1,1.6,0,0,1,0,10.3,0.083,215.0,0.75,1,280,6,low,5.9,0.0
46.2,6.1,1,1,7,0,78.5,1.0,961.0,0.35,6,390,37,medium,11.5,3.4
37.9,3.0,0,0,0,0,4.2,0.151,775.0,0.5,12,245,10,low,5.2,0.1
39.9,1.0,0,0,0,0,4.1,0.144,775.0,0.5,1,245,9,low,5.1,0.0
31.5,5.1,0,0,3,0,66.2,0.587,215.0,0.75,4,280,21,low,6.0,0.2
30.4,2.5,1,0,0,1,10.5,0.085,250.0,0.6,3,230,16,low,6.7,1.9
25.7,2.3,0,0,1,0,10.5,0.085,215.0,0.75,1,280,7,low,5.9,0.1
9.8,11.8,0,0,3,1,96.4,0.337,20.0,0.8,4,320,23,low,7.1,0.4
56.0,7.7,1,0,5,0,27.7,1.0,1238.0,0.35,5,190,30,low,5.6,1.7
22.4,16.9,0,0,13,0,100.0,0.533,802.0,0.6,9,270,28,low,6.1,0.5
48.1,1.0,0,0,1,2,3.1,0.174,750.0,0.5,11,340,13,low,7.1,0.0
45.5,1.3,1,0,0,0,12.3,0.031,762.0,0.55,3,265,18,low,7.6,2.1
66.5,0.5,1,1,1,0,3.0,0.172,1117.0,0.35,1,145,27,low,4.2,1.1
44.2,3.7,1,1,1,0,14.0,0.044,578.0,0.45,2,168,13,low,4.9,1.4
8.4,6.4,0,0,0,0,15.8,0.023,40.0,0.75,3,310,3,low,6.7,0.2
47.4,4.1,0,0,0,0,4.3,0.154,1438.0,0.4,1,85,12,low,1.8,0.0
62.3,22.2,2,1,8,3,100.0,0.777,578.0,0.45,8,168,57,medium,12.6,9.1
37.3,4.5,0,1,12,1,100.0,0.278,594.0,0.5,7,440,34,medium,9.4,0.2
34.7,11.4,1,0,7,2,100.0,0.482,515.0,0.65,6,190,37,medium,5.8,1.8
35.2,24.4,2,1,5,2,100.0,0.805,470.0,0.55,9,215,50,medium,16.3,11.8
52.7,2.8,0,0,0,0,8.4,0.043,797.0,0.4,3,74,11,low,1.6,0.0
0.0,0.4,0,0,3,0,14.1,0.02,35.0,0.85,1,550,6,low,11.5,0.0
36.8,13.1,0,0,4,2,50.5,1.0,775.0,0.5,9,245,27,low,5.5,0.4
52.3,8.6,1,0,0,2,16.4,0.024,502.0,0.6,11,270,14,low,8.1,2.4
50.5,5.3,1,1,5,2,19.9,1.0,1117.0,0.35,10,145,33,medium,4.3,1.2
46.2,84.7,1,1,8,1,80.8,1.0,1117.0,0.35,8,145,52,medium,7.2,4.2
48.6,4.0,1,1,7,1,19.4,1.0,1117.0,0.35,4,145,31,medium,4.2,1.2
25.4,17.1,1,0,0,0,13.4,0.114,250.0,0.6,3,230,19,low,7.2,2.4
37.7,4.5,0,1,8,3,91.5,0.145,594.0,0.5,5,440,37,medium,9.4,0.2
30.5,0.6,0,0,1,2,13.2,0.041,688.0,0.6,11,210,15,low,4.4,0.0
42.3,13.1,1,1,8,3,100.0,0.664,578.0,0.45,8,168,49,medium,5.1,1.6
46.3,0.1,1,0,1,0,60.1,0.521,250.0,0.6,10,230,19,low,6.6,1.8
18.6,15.6,0,0,3,0,94.5,0.271,115.0,0.75,4,195,16,low,4.4,0.3
46.3,1.1,1,0,0,0,8.2,0.041,470.0,0.55,1,215,13,low,6.2,1.7
59.1,0.2,1,1,0,1,13.0,0.04,578.0,0.45,3,168,26,low,4.8,1.3
43.3,1.5,1,1,1,2,13.4,0.042,578.0,0.45,2,168,17,low,4.8,1.3
48.3,1.9,0,0,5,2,83.0,0.524,797.0,0.4,7,74,30,low,1.6,0.0
49.7,5.4,1,0,5,0,86.4,0.295,488.0,0.55,4,140,24,low,4.1,1.2
49.5,0.3,0,0,0,1,7.0,0.101,422.0,0.65,1,485,5,low,10.1,0.0
32.8,13.3,1,0,10,0,100.0,0.173,502.0,0.6,5,270,28,low,8.3,2.6
63.9,7.4,1,0,2,3,27.5,1.0,1238.0,0.35,5,190,33,medium,5.6,1.7
18.3,0.2,0,0,2,0,48.2,0.261,115.0,0.75,4,195,12,low,4.1,0.0
43.8,0.6,1,0,0,0,14.2,0.02,502.0,0.6,3,270,14,low,7.7,2.1
39.9,5.6,1,0,0,2,15.6,0.023,502.0,0.6,11,270,23,low,7.9,2.3
35.1,44.1,0,0,4,1,100.0,0.547,408.0,0.6,5,240,40,medium,6.4,1.4
16.3,3.2,1,0,7,3,100.0,0.27,35.0,0.85,7,550,27,low,16.0,4.5
58.6,5.7,2,0,5,0,44.6,1.0,1238.0,0.35,6,190,32,medium,13.0,9.1
