district_id,month,elevation_m,slope_risk,flood_susceptibility,landslide_susceptibility,temp_celsius,humidity_percent,wind_kmh,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,seasonal_rainfall_avg_mm,landslide_occurred,flood_occurred,road_blocked,disruption_severity
kamrup,6,22.0,11.6,0.7,0.1,18.6,92.0,0.5,12.4,26.9,39.0,396.0,1,1,1,63.7
kamrup,11,-19.0,8.3,0.7,0.1,28.5,95.6,7.3,0.7,1.1,1.7,36.0,0,0,0,1.6
dimapur,12,219.0,25.4,0.4,0.2,34.1,66.4,3.0,0.4,0.8,1.6,16.0,0,0,0,2.2
west_tripura,5,-59.0,10.1,0.75,0.05,28.4,84.6,35.6,9.2,15.9,27.8,294.0,0,0,0,29.9
sonitpur,4,66.0,12.3,0.6,0.15,31.3,77.1,40.9,5.4,11.0,14.9,170.0,0,0,0,22.6
imphal_west,4,843.0,44.2,0.35,0.5,30.9,74.3,8.4,3.6,6.7,11.4,150.0,0,0,0,18.2
dimapur,8,176.0,25.9,0.4,0.2,29.2,72.6,11.0,3.2,4.6,6.6,352.0,1,0,0,26.9
kamrup,3,37.0,16.4,0.7,0.1,30.2,61.5,8.3,2.5,4.5,6.2,90.0,0,0,0,0.0
west_tripura,5,10.0,3.1,0.75,0.05,27.8,65.6,2.9,17.8,34.0,27.8,294.0,0,1,0,35.6
sonitpur,1,110.0,14.0,0.6,0.15,19.0,83.6,8.7,5.4,5.9,7.8,34.0,0,0,0,0.0
dima_hasao,9,882.0,72.7,0.3,0.8,30.3,70.7,7.2,20.1,18.7,19.2,375.0,1,1,1,90.9
dimapur,12,136.0,23.2,0.4,0.2,33.6,61.7,13.3,1.2,1.4,1.3,16.0,0,0,0,5.1
west_khasi,8,1288.0,65.9,0.25,0.75,24.1,89.7,10.3,16.6,32.1,31.2,616.0,1,0,1,86.1
west_tripura,2,100.0,12.5,0.75,0.05,24.6,67.5,8.9,0.3,0.5,0.8,63.0,0,0,0,8.1
aizawl,2,1060.0,77.7,0.1,0.8,18.3,84.1,10.9,0.4,0.5,0.8,60.0,0,0,0,2.3
imphal_west,3,827.0,54.2,0.35,0.5,19.4,89.6,4.3,3.7,3.2,2.6,75.0,0,0,0,0.0
papum_pare,7,359.0,41.0,0.5,0.4,24.7,92.8,21.6,11.6,20.8,23.7,575.0,1,0,0,50.2
sonitpur,10,84.0,22.3,0.6,0.15,31.9,67.2,3.2,0.6,1.3,2.2,102.0,0,0,0,5.7
aizawl,1,1107.0,76.2,0.1,0.8,18.4,81.5,0.4,0.6,1.2,2.2,40.0,0,0,0,2.2
dimapur,11,178.0,26.0,0.4,0.2,21.9,65.9,9.8,0.5,0.5,0.8,32.0,0,0,0,11.2
cachar,4,-26.0,16.7,0.65,0.2,22.0,96.9,8.3,7.7,15.2,19.6,220.0,0,1,0,21.4
east_khasi,5,1577.0,56.4,0.2,0.7,28.1,86.6,10.6,6.7,14.0,13.6,308.0,0,0,0,29.1
west_khasi,7,1353.0,58.9,0.25,0.75,29.1,63.8,18.7,0.8,1.0,0.8,700.0,0,0,0,31.3
west_tripura,12,19.0,15.1,0.75,0.05,22.3,63.8,20.0,0.4,0.7,1.2,21.0,0,0,0,0.0
west_khasi,6,1384.0,59.1,0.25,0.75,23.2,78.5,9.3,79.4,155.8,146.5,616.0,1,1,1,98.8
kohima,5,1497.0,75.3,0.15,0.85,18.5,96.9,16.8,17.5,22.8,25.8,266.0,1,0,0,36.7
dima_hasao,2,915.0,60.3,0.3,0.8,21.7,71.4,34.1,0.4,0.7,0.9,75.0,0,0,0,9.9
dima_hasao,3,896.0,62.4,0.3,0.8,24.7,62.8,13.8,14.7,26.8,20.6,125.0,0,0,0,0.0
aizawl,2,1217.0,77.3,0.1,0.8,24.0,83.3,6.7,1.4,2.4,2.6,60.0,0,0,0,0.0
cachar,2,6.0,21.4,0.65,0.2,25.4,82.8,34.2,1.6,3.0,2.2,66.0,0,0,0,6.0
cachar,8,54.0,20.0,0.65,0.2,34.0,91.3,15.2,36.1,36.4,37.7,484.0,1,1,1,100.0
kohima,6,1460.0,67.5,0.15,0.85,21.9,93.7,10.4,13.0,11.8,12.4,418.0,1,0,0,66.8
dimapur,2,134.0,19.3,0.4,0.2,29.4,95.4,5.2,6.7,16.4,32.8,48.0,0,0,0,16.6
imphal_west,6,748.0,45.6,0.35,0.5,31.4,82.1,17.9,15.3,36.5,57.0,330.0,1,0,0,55.6
dima_hasao,8,981.0,75.9,0.3,0.8,20.0,77.3,6.1,17.3,24.9,35.5,550.0,1,0,0,68.8
east_khasi,8,1509.0,59.6,0.2,0.7,24.7,90.4,7.8,1.8,1.8,2.6,484.0,1,0,1,54.6
east_khasi,2,1364.0,56.2,0.2,0.7,26.9,76.8,7.8,5.5,13.7,23.3,66.0,0,0,0,5.3
sonitpur,3,-8.0,15.7,0.6,0.15,35.0,82.0,0.6,1.4,1.3,2.4,85.0,0,0,0,4.0
papum_pare,5,367.0,37.7,0.5,0.4,21.4,82.0,4.9,5.7,8.3,16.1,322.0,0,0,0,21.2
west_tripura,12,0.0,6.5,0.75,0.05,33.6,64.2,8.9,0.7,0.6,0.9,21.0,0,0,0,3.1
aizawl,1,1057.0,75.0,0.1,0.8,23.6,79.6,33.7,0.4,0.8,1.2,40.0,0,0,0,1.0
dima_hasao,6,939.0,64.7,0.3,0.8,34.0,75.0,6.9,4.0,5.3,6.5,550.0,1,1,1,62.8
cachar,2,75.0,9.1,0.65,0.2,33.4,66.9,0.4,0.3,0.3,0.3,66.0,0,0,0,0.0
west_tripura,4,6.0,14.2,0.75,0.05,23.3,61.0,2.4,2.0,3.6,6.1,210.0,0,0,0,14.1
west_khasi,7,1312.0,60.9,0.25,0.75,26.7,61.5,29.2,52.5,77.4,135.7,700.0,1,1,1,95.2
imphal_west,1,812.0,54.8,0.35,0.5,32.5,63.3,1.1,1.8,3.6,5.8,30.0,0,0,0,3.6
papum_pare,5,380.0,41.2,0.5,0.4,31.9,86.4,0.2,37.5,88.1,164.6,322.0,1,0,0,62.9
east_khasi,3,1567.0,49.8,0.2,0.7,20.7,97.1,0.7,1.9,3.1,5.5,110.0,0,0,0,3.2
kamrup,7,54.0,16.1,0.7,0.1,31.5,81.3,2.1,29.0,25.3,33.6,450.0,1,1,1,87.3
kohima,9,1484.0,66.2,0.15,0.85,30.0,87.9,1.8,10.9,13.9,19.5,285.0,1,1,1,82.7
west_tripura,9,17.0,11.5,0.75,0.05,20.7,96.4,13.0,7.6,8.0,6.1,315.0,0,0,0,29.5
dima_hasao,2,1005.0,66.3,0.3,0.8,19.3,74.7,18.5,1.9,1.7,1.6,75.0,0,0,0,1.4
kohima,2,1434.0,75.2,0.15,0.85,28.6,76.8,2.7,7.3,6.5,10.4,57.0,0,0,0,3.0
cachar,2,25.0,17.8,0.65,0.2,33.4,80.0,8.4,9.5,12.9,15.7,66.0,0,0,0,0.0
kamrup,1,131.0,12.6,0.7,0.1,18.7,83.2,7.4,0.1,0.1,0.1,36.0,0,0,0,0.0
dima_hasao,3,937.0,67.3,0.3,0.8,29.2,84.1,14.7,4.7,8.1,6.7,125.0,0,0,0,1.2
dima_hasao,7,1043.0,65.9,0.3,0.8,31.2,84.5,20.4,1.9,2.6,4.7,625.0,0,0,0,44.5
west_khasi,11,1299.0,59.0,0.25,0.75,19.9,72.1,17.5,1.0,0.8,0.8,56.0,0,0,0,5.3
papum_pare,11,377.0,34.7,0.5,0.4,19.6,71.5,12.6,1.0,2.3,2.6,46.0,0,0,0,7.7
sonitpur,10,110.0,13.0,0.6,0.15,18.1,87.1,5.3,19.5,22.4,32.5,102.0,0,1,1,50.7
aizawl,5,1162.0,86.7,0.1,0.8,27.3,82.1,16.1,5.7,10.6,18.4,280.0,1,0,1,48.2
sonitpur,1,90.0,13.1,0.6,0.15,34.7,95.2,35.8,2.9,4.4,5.0,34.0,0,0,0,0.0
sonitpur,4,65.0,17.5,0.6,0.15,33.7,61.9,5.9,4.0,5.6,6.4,170.0,1,0,0,16.3
papum_pare,8,293.0,41.6,0.5,0.4,28.1,83.8,5.7,26.2,26.9,52.3,506.0,1,0,1,87.2
cachar,2,74.0,22.9,0.65,0.2,24.0,74.4,6.2,7.1,7.5,14.3,66.0,0,0,0,0.0
west_khasi,2,1365.0,53.4,0.25,0.75,30.2,68.9,14.7,3.4,6.0,9.8,84.0,0,0,0,0.8
kamrup,8,73.0,23.7,0.7,0.1,32.4,74.5,3.0,0.7,0.9,1.3,396.0,0,0,0,37.0
kamrup,3,25.0,9.7,0.7,0.1,27.1,60.7,21.6,1.1,2.7,3.1,90.0,0,0,0,5.3
aizawl,7,1061.0,79.9,0.1,0.8,32.7,97.8,2.0,42.7,88.0,166.6,500.0,1,1,1,91.1
west_tripura,7,-39.0,5.6,0.75,0.05,33.5,63.6,8.1,0.5,0.6,1.0,525.0,0,0,0,27.8
kohima,1,1510.0,76.5,0.15,0.85,21.6,67.1,4.4,1.1,2.4,2.6,38.0,0,0,0,0.0
dimapur,11,175.0,16.3,0.4,0.2,20.4,64.8,32.0,2.0,1.6,1.7,32.0,0,0,0,0.0
dimapur,3,124.0,23.3,0.4,0.2,24.4,88.8,3.5,7.1,16.2,19.2,80.0,0,1,0,3.8
west_khasi,4,1267.0,68.5,0.25,0.75,19.0,62.3,4.6,1.0,1.6,2.6,280.0,0,0,0,23.6
cachar,5,51.0,22.7,0.65,0.2,22.6,67.9,2.2,4.2,7.9,6.1,308.0,0,0,0,10.6
east_khasi,8,1475.0,48.9,0.2,0.7,26.7,95.3,5.0,13.1,15.1,13.5,484.0,1,0,0,45.4
cachar,1,23.0,20.2,0.65,0.2,20.1,95.5,10.2,2.0,2.6,2.9,44.0,0,0,0,0.0
aizawl,10,1183.0,74.7,0.1,0.8,29.0,84.1,1.6,7.2,12.5,9.2,120.0,1,0,1,42.0
aizawl,4,1091.0,71.9,0.1,0.8,28.5,75.3,3.4,1.1,1.1,1.5,200.0,0,0,0,13.7
papum_pare,5,328.0,46.0,0.5,0.4,33.4,81.6,21.2,12.7,19.8,17.2,322.0,0,0,0,26.2
kohima,7,1442.0,69.6,0.15,0.85,33.8,67.6,0.1,2.6,2.7,4.7,475.0,0,0,0,31.3
imphal_west,8,798.0,44.9,0.35,0.5,24.1,72.2,0.0,4.1,8.7,14.0,330.0,1,0,0,33.2
kamrup,2,149.0,7.3,0.7,0.1,32.0,81.9,1.0,1.9,2.8,2.5,54.0,0,0,0,10.3
east_khasi,7,1541.0,56.8,0.2,0.7,21.4,63.7,11.7,18.9,34.2,63.8,550.0,1,0,0,60.1
cachar,7,-0.0,13.3,0.65,0.2,22.0,75.0,3.8,2.5,5.3,4.9,550.0,0,1,0,32.0
dima_hasao,11,1006.0,66.9,0.3,0.8,22.9,62.1,11.3,4.3,6.5,10.7,50.0,0,0,0,6.6
imphal_west,4,773.0,49.0,0.35,0.5,23.1,62.8,1.9,7.4,16.1,27.4,150.0,0,0,0,30.2
papum_pare,9,373.0,34.4,0.5,0.4,24.0,86.8,1.6,2.4,5.2,9.7,345.0,0,0,0,27.5
kamrup,7,65.0,7.0,0.7,0.1,33.1,90.2,11.9,25.3,53.5,104.6,450.0,1,1,0,63.9
west_tripura,6,-99.0,18.2,0.75,0.05,26.3,95.3,1.2,0.6,0.8,1.0,462.0,0,0,0,28.0
kohima,9,1392.0,65.3,0.15,0.85,27.4,68.6,10.1,115.4,193.1,177.2,285.0,1,1,1,100.0
kohima,6,1491.0,70.0,0.15,0.85,22.9,64.0,4.5,29.1,26.2,29.9,418.0,1,1,0,53.0
aizawl,9,1133.0,76.4,0.1,0.8,21.3,64.0,3.7,2.4,5.5,4.9,300.0,1,0,0,46.7
west_khasi,7,1392.0,62.2,0.25,0.75,30.7,65.1,2.2,46.7,82.5,129.5,700.0,1,1,1,100.0
east_khasi,3,1528.0,60.8,0.2,0.7,22.9,77.9,2.1,3.0,4.3,8.2,110.0,0,0,0,3.5
kamrup,6,67.0,11.5,0.7,0.1,30.0,75.0,0.4,5.8,6.4,9.5,396.0,0,1,1,59.5
aizawl,4,1160.0,67.0,0.1,0.8,21.5,89.5,3.6,4.1,7.0,9.6,200.0,1,0,0,20.6
kamrup,5,57.0,11.8,0.7,0.1,27.9,75.5,10.6,0.4,0.6,0.5,252.0,0,0,0,17.3
kamrup,8,130.0,5.0,0.7,0.1,24.7,71.9,30.4,4.8,10.5,19.7,396.0,0,1,1,67.5
imphal_west,6,841.0,57.5,0.35,0.5,23.3,81.9,2.3,28.8,45.5,80.0,330.0,1,0,1,89.7
aizawl,4,1026.0,73.3,0.1,0.8,22.5,84.9,12.0,0.4,0.3,0.6,200.0,0,0,0,16.8
cachar,2,40.0,12.4,0.65,0.2,33.0,71.0,6.1,3.7,7.3,13.8,66.0,0,0,0,3.8
dima_hasao,11,938.0,68.4,0.3,0.8,31.6,69.3,3.9,1.1,1.8,3.4,50.0,0,0,0,11.3
dima_hasao,5,999.0,58.4,0.3,0.8,18.4,87.1,5.3,16.3,26.4,50.9,350.0,1,1,1,65.2
imphal_west,12,851.0,45.3,0.35,0.5,26.1,69.4,8.7,0.1,0.3,0.3,15.0,0,0,0,0.0
kamrup,4,182.0,17.9,0.7,0.1,32.0,61.6,1.0,1.2,2.0,2.0,180.0,0,1,0,18.8
aizawl,7,1069.0,78.2,0.1,0.8,26.9,62.6,3.9,76.5,126.1,213.0,500.0,1,1,1,98.5
west_khasi,3,1264.0,61.1,0.25,0.75,19.1,67.9,19.6,15.8,35.2,55.7,140.0,0,0,0,7.2
cachar,4,-43.0,7.9,0.65,0.2,30.5,63.9,9.7,1.7,2.8,3.4,220.0,0,1,0,21.2
aizawl,6,1091.0,69.3,0.1,0.8,22.6,95.5,11.5,64.9,114.2,138.9,440.0,1,1,1,100.0
west_tripura,12,-49.0,1.8,0.75,0.05,31.7,64.7,7.1,1.0,1.5,1.0,21.0,0,0,0,4.4
west_khasi,10,1377.0,54.1,0.25,0.75,18.4,76.4,5.6,2.3,2.2,1.7,168.0,1,0,0,16.4
kamrup,12,53.0,6.5,0.7,0.1,25.6,70.8,13.0,0.0,0.1,0.1,18.0,0,0,0,2.2
west_tripura,6,6.0,2.3,0.75,0.05,32.2,65.6,9.6,37.5,47.8,50.6,462.0,1,1,0,72.4
aizawl,10,1122.0,79.4,0.1,0.8,22.0,67.1,0.1,1.6,3.1,5.6,120.0,0,0,0,28.2
cachar,10,27.0,15.7,0.65,0.2,19.6,78.2,48.4,6.2,10.5,15.4,132.0,0,0,0,16.1
dima_hasao,8,921.0,68.8,0.3,0.8,26.8,60.4,15.6,23.7,53.3,64.3,550.0,1,1,1,89.6
imphal_west,5,783.0,49.9,0.35,0.5,20.4,76.3,9.1,7.5,8.8,12.0,210.0,1,0,0,19.2
cachar,8,2.0,8.0,0.65,0.2,22.9,68.0,7.8,21.5,40.2,36.5,484.0,0,1,0,63.3
kamrup,2,85.0,10.0,0.7,0.1,24.4,72.7,49.8,1.2,2.8,2.2,54.0,0,0,0,13.5
kamrup,4,47.0,5.8,0.7,0.1,22.6,79.4,4.1,5.4,5.5,5.4,180.0,0,1,0,20.5
aizawl,4,1171.0,71.3,0.1,0.8,29.8,92.1,3.4,4.3,6.9,7.5,200.0,1,0,1,42.1
kamrup,9,-56.0,11.4,0.7,0.1,29.0,77.0,2.4,13.1,21.9,18.5,270.0,1,0,0,50.5
kohima,1,1393.0,61.6,0.15,0.85,27.4,69.2,2.9,0.6,1.3,2.1,38.0,0,0,0,1.3
west_khasi,10,1385.0,65.0,0.25,0.75,33.1,75.6,0.3,3.4,4.1,7.2,168.0,1,0,0,28.8
dima_hasao,3,946.0,61.6,0.3,0.8,22.2,83.0,13.4,3.5,6.8,9.4,125.0,0,0,0,5.1
west_khasi,12,1350.0,53.2,0.25,0.75,20.3,91.7,21.2,4.1,4.0,4.6,28.0,0,0,0,0.0
cachar,6,-50.0,23.5,0.65,0.2,25.2,95.0,10.3,12.5,10.4,15.6,484.0,0,1,0,41.2
kamrup,1,25.0,8.3,0.7,0.1,21.5,91.7,2.3,5.2,9.9,13.8,36.0,0,0,0,5.2
cachar,10,-64.0,18.7,0.65,0.2,26.6,78.2,0.6,1.7,1.4,2.1,132.0,0,1,0,14.4
west_tripura,3,12.0,10.8,0.75,0.05,33.9,81.8,39.7,2.3,3.0,6.0,105.0,0,0,0,0.0
sonitpur,9,86.0,9.5,0.6,0.15,33.0,71.2,0.9,3.3,4.0,2.8,255.0,0,1,1,47.9
west_khasi,2,1320.0,63.4,0.25,0.75,23.1,76.1,3.8,2.4,4.3,4.6,84.0,0,0,0,0.0
west_khasi,12,1280.0,64.7,0.25,0.75,23.0,82.0,17.5,0.9,1.1,1.0,28.0,0,0,0,0.0
papum_pare,7,341.0,44.7,0.5,0.4,30.2,66.3,3.0,11.4,20.4,24.7,575.0,1,0,1,62.7
aizawl,2,1188.0,69.2,0.1,0.8,29.4,84.4,29.8,2.8,6.0,10.8,60.0,0,0,0,1.4
west_khasi,5,1401.0,51.9,0.25,0.75,21.3,77.4,20.6,9.3,9.9,14.5,392.0,1,0,1,47.9
west_khasi,3,1337.0,52.9,0.25,0.75,26.6,87.7,12.0,25.0,55.2,46.4,140.0,0,0,0,14.8
cachar,12,97.0,15.6,0.65,0.2,34.4,65.8,3.5,1.0,0.9,0.7,22.0,0,0,0,6.6
dimapur,11,94.0,24.5,0.4,0.2,24.7,88.2,2.5,0.5,1.0,0.9,32.0,0,0,0,3.7
kohima,11,1439.0,57.8,0.15,0.85,20.0,67.7,1.9,0.2,0.5,0.5,38.0,0,0,0,0.0
west_khasi,3,1336.0,56.0,0.25,0.75,29.4,89.5,12.4,4.8,6.3,8.6,140.0,0,0,0,2.4
west_tripura,9,-20.0,8.1,0.75,0.05,23.3,97.2,14.2,11.8,16.0,26.9,315.0,0,1,0,30.2
west_tripura,10,85.0,6.6,0.75,0.05,19.1,66.4,19.5,2.0,4.8,5.3,126.0,0,0,0,17.7
west_khasi,4,1354.0,58.0,0.25,0.75,24.2,81.2,6.9,2.7,2.9,4.2,280.0,1,0,1,48.4
papum_pare,10,387.0,50.2,0.5,0.4,28.5,64.5,4.9,27.6,61.4,75.9,138.0,1,1,0,53.3
cachar,7,148.0,12.5,0.65,0.2,24.3,61.5,2.6,8.8,19.3,28.8,550.0,0,1,0,45.7
east_khasi,12,1563.0,52.5,0.2,0.7,26.3,66.6,0.8,1.3,1.8,3.2,22.0,0,0,0,4.8
west_tripura,5,19.0,5.7,0.75,0.05,34.3,69.2,14.4,1.5,2.0,3.6,294.0,0,0,0,13.3
cachar,3,95.0,19.8,0.65,0.2,25.1,90.3,7.6,0.4,0.5,0.8,110.0,0,0,0,2.1
west_tripura,1,2.0,3.7,0.75,0.05,21.8,83.0,5.7,2.1,4.2,7.9,42.0,0,0,0,8.1
west_tripura,10,74.0,6.0,0.75,0.05,32.3,74.2,13.7,0.5,1.0,1.8,126.0,0,0,0,12.5
dimapur,10,125.0,27.9,0.4,0.2,29.8,94.9,15.4,4.3,7.4,11.1,96.0,1,0,0,17.8
kamrup,3,90.0,19.2,0.7,0.1,21.4,82.0,0.9,1.7,2.5,4.9,90.0,0,0,0,0.0
aizawl,6,1079.0,84.0,0.1,0.8,21.0,80.5,5.0,16.0,13.8,26.8,440.0,1,1,1,76.5
aizawl,4,1140.0,82.1,0.1,0.8,20.1,74.3,7.8,1.8,2.4,2.4,200.0,0,0,0,18.1
papum_pare,10,331.0,42.0,0.5,0.4,18.9,67.8,7.9,2.1,1.8,3.2,138.0,0,0,0,21.1
sonitpur,8,-6.0,10.6,0.6,0.15,30.0,96.9,0.4,8.2,15.9,13.6,374.0,0,1,0,34.4
cachar,6,2.0,16.1,0.65,0.2,30.9,89.6,0.1,30.6,43.2,50.1,484.0,1,1,1,97.0
west_tripura,2,26.0,10.4,0.75,0.05,28.6,94.0,2.1,2.6,3.7,5.0,63.0,0,0,0,0.0
dima_hasao,6,868.0,64.8,0.3,0.8,24.9,68.1,9.9,22.5,29.5,58.9,550.0,1,1,0,61.9
west_khasi,3,1336.0,59.4,0.25,0.75,22.8,72.6,8.1,11.0,15.0,14.0,140.0,0,0,0,1.8
papum_pare,2,470.0,40.1,0.5,0.4,31.6,88.6,18.8,3.3,3.9,7.2,69.0,0,0,0,4.0
west_tripura,11,-10.0,12.6,0.75,0.05,29.0,85.5,10.4,5.3,7.4,11.9,42.0,0,1,0,1.1
papum_pare,12,358.0,44.7,0.5,0.4,30.7,94.4,5.0,0.6,0.9,1.5,23.0,0,0,0,4.5
west_khasi,8,1343.0,61.7,0.25,0.75,23.4,77.1,4.8,42.3,53.9,82.6,616.0,1,1,1,96.6
kamrup,5,-8.0,12.1,0.7,0.1,21.8,89.1,4.6,10.5,24.8,20.7,252.0,0,1,1,50.8
dima_hasao,4,993.0,71.9,0.3,0.8,21.4,91.4,11.3,0.5,0.6,0.9,250.0,1,0,0,20.9
west_tripura,2,114.0,4.1,0.75,0.05,24.8,71.1,12.4,2.7,3.7,4.2,63.0,0,0,0,1.4
west_khasi,5,1420.0,58.0,0.25,0.75,24.7,95.9,17.6,7.6,13.1,22.4,392.0,1,0,0,33.7
sonitpur,12,102.0,13.8,0.6,0.15,26.9,75.1,12.6,0.6,1.2,1.5,17.0,0,0,0,6.0
kamrup,1,-55.0,18.5,0.7,0.1,22.7,84.6,2.3,1.0,1.9,2.7,36.0,0,0,0,8.0
dimapur,8,130.0,30.0,0.4,0.2,26.1,74.9,0.3,59.2,131.1,214.0,352.0,1,1,1,98.9
west_tripura,7,15.0,7.5,0.75,0.05,27.3,90.4,13.9,25.0,39.0,58.0,525.0,1,1,1,97.2
cachar,7,-2.0,4.6,0.65,0.2,18.1,87.3,8.2,4.6,6.9,10.3,550.0,0,1,1,60.1
kohima,7,1455.0,64.9,0.15,0.85,27.5,71.7,1.0,21.1,34.1,49.2,475.0,1,1,0,62.8
west_khasi,9,1402.0,64.8,0.25,0.75,23.2,65.2,0.9,18.4,16.4,30.5,420.0,1,0,1,91.9
dimapur,2,234.0,30.2,0.4,0.2,20.5,89.0,10.0,9.3,12.4,24.1,48.0,0,0,0,10.8
kohima,10,1449.0,72.4,0.15,0.85,31.9,97.9,5.3,1.3,1.1,1.9,114.0,1,0,0,14.8
papum_pare,11,356.0,44.0,0.5,0.4,21.4,63.1,4.1,3.9,3.9,7.5,46.0,0,0,0,0.0
dima_hasao,3,975.0,59.3,0.3,0.8,31.9,62.8,6.0,2.8,2.4,4.7,125.0,0,0,0,5.4
kohima,2,1390.0,67.2,0.15,0.85,30.5,70.5,20.6,1.1,1.3,2.2,57.0,0,0,0,9.7
kamrup,5,-66.0,16.3,0.7,0.1,28.3,80.8,2.2,8.0,15.2,21.3,252.0,0,0,0,19.3
kamrup,6,68.0,6.4,0.7,0.1,21.0,71.1,11.5,5.1,9.6,7.2,396.0,1,1,1,58.1
east_khasi,2,1402.0,53.6,0.2,0.7,20.5,76.7,2.2,1.2,2.7,3.4,66.0,0,0,0,5.2
sonitpur,6,163.0,18.1,0.6,0.15,28.4,73.5,1.3,20.2,33.3,23.4,374.0,0,1,0,56.7
cachar,7,-75.0,15.9,0.65,0.2,22.8,94.2,1.7,52.4,71.7,63.4,550.0,1,1,1,93.2
cachar,12,148.0,18.2,0.65,0.2,32.7,81.6,20.2,0.7,1.6,2.8,22.0,0,0,0,3.7
sonitpur,9,124.0,10.7,0.6,0.15,20.5,71.1,0.3,5.5,10.2,9.7,255.0,1,0,0,31.5
sonitpur,6,88.0,17.8,0.6,0.15,21.6,63.2,22.7,52.2,66.1,65.0,374.0,1,1,1,100.0
aizawl,10,1149.0,86.0,0.1,0.8,29.2,91.9,6.4,2.9,5.6,10.2,120.0,0,0,0,21.5
kohima,12,1459.0,70.1,0.15,0.85,19.5,77.5,29.5,0.7,0.8,1.6,19.0,0,0,0,6.1
kamrup,7,68.0,18.9,0.7,0.1,29.4,73.6,6.2,2.1,4.5,5.1,450.0,1,1,1,55.4
papum_pare,3,346.0,36.4,0.5,0.4,27.1,65.1,0.5,1.2,1.1,2.0,115.0,0,0,0,0.0
aizawl,7,1151.0,73.5,0.1,0.8,31.6,72.6,1.6,25.1,37.3,48.7,500.0,1,0,0,56.8
cachar,1,20.0,20.5,0.65,0.2,23.0,86.2,0.0,1.0,1.0,1.4,44.0,0,0,0,0.0
sonitpur,6,46.0,14.8,0.6,0.15,29.5,65.1,3.6,10.1,8.9,9.7,374.0,1,1,1,65.2
dima_hasao,4,954.0,54.5,0.3,0.8,18.4,76.8,8.9,17.3,17.1,29.6,250.0,1,0,1,60.0
dimapur,12,199.0,17.3,0.4,0.2,20.6,88.3,9.0,0.5,0.6,0.8,16.0,0,0,0,0.0
imphal_west,12,787.0,53.6,0.35,0.5,22.1,60.9,0.4,0.9,2.1,1.7,15.0,0,0,0,0.0
west_tripura,9,93.0,14.2,0.75,0.05,31.0,69.8,11.2,0.2,0.3,0.3,315.0,0,1,0,30.7
east_khasi,11,1478.0,57.1,0.2,0.7,19.1,83.6,16.8,1.0,1.9,2.7,44.0,1,0,1,36.7
east_khasi,5,1460.0,58.3,0.2,0.7,26.4,73.6,8.0,7.3,9.1,10.7,308.0,0,0,0,27.7
dima_hasao,2,1058.0,74.7,0.3,0.8,24.3,80.2,0.2,1.7,3.2,2.4,75.0,0,0,0,4.1
kamrup,7,124.0,5.9,0.7,0.1,27.7,93.5,7.4,21.0,29.7,30.4,450.0,1,1,0,50.4
aizawl,9,1184.0,72.4,0.1,0.8,23.7,94.5,0.8,6.9,15.6,25.8,300.0,1,0,0,57.1
kohima,3,1484.0,76.3,0.15,0.85,34.0,68.8,0.6,1.1,2.0,3.0,95.0,0,0,0,0.0
kamrup,6,6.0,11.2,0.7,0.1,28.7,61.6,4.9,27.0,62.9,65.3,396.0,1,1,0,70.2
kamrup,7,8.0,18.2,0.7,0.1,34.0,81.0,6.8,24.6,49.4,94.6,450.0,1,1,1,90.1
sonitpur,5,43.0,9.3,0.6,0.15,25.3,62.8,5.3,19.5,18.9,24.4,238.0,0,0,0,28.3
papum_pare,11,340.0,40.6,0.5,0.4,35.0,70.4,6.0,1.7,2.9,3.1,46.0,0,0,0,8.9
aizawl,8,1068.0,68.6,0.1,0.8,27.1,93.2,0.5,52.5,62.9,88.3,440.0,1,1,0,71.3
dima_hasao,2,989.0,56.3,0.3,0.8,33.8,84.9,1.2,0.9,2.2,2.1,75.0,0,0,0,8.9
kamrup,4,-24.0,15.6,0.7,0.1,18.7,60.6,5.5,3.6,8.5,16.4,180.0,0,0,0,21.5
cachar,11,19.0,11.6,0.65,0.2,24.2,86.0,1.2,0.4,0.9,1.5,44.0,0,0,0,9.6
east_khasi,2,1545.0,60.5,0.2,0.7,18.0,73.1,6.8,0.5,0.4,0.8,66.0,0,0,0,4.7
kohima,2,1462.0,72.3,0.15,0.85,29.5,62.0,0.6,0.8,0.9,1.3,57.0,0,0,0,6.0
east_khasi,7,1547.0,63.0,0.2,0.7,22.9,72.9,7.2,10.6,12.0,15.0,550.0,1,0,0,46.8
kohima,8,1467.0,77.6,0.15,0.85,32.4,97.6,10.0,13.9,19.6,25.8,418.0,1,1,0,61.3
papum_pare,5,385.0,49.1,0.5,0.4,21.6,77.7,39.3,17.3,39.1,64.5,322.0,0,0,0,35.7
sonitpur,11,175.0,14.7,0.6,0.15,31.6,88.9,3.7,0.6,1.2,1.5,34.0,0,0,0,0.0
imphal_west,7,741.0,45.5,0.35,0.5,20.5,91.1,2.6,8.1,9.5,13.3,375.0,0,0,0,42.1
cachar,6,-44.0,10.9,0.65,0.2,19.7,85.8,3.1,35.4,71.3,126.6,484.0,1,1,1,100.0
dimapur,6,162.0,25.8,0.4,0.2,34.3,82.4,0.7,17.1,27.4,42.8,352.0,1,1,1,77.2
