distance_km,road_condition,bridge_condition,avg_slope_risk,avg_elevation_m,rainfall_24h_mm,temp_celsius,congestion_level,flood_risk_level,landslide_probability,commodity_type,weight_kg,priority,month,delay_minutes,safety_score,route_rank
238.1,1,0,34.2,250.0,2.2,30.2,0,10.0,0.08,general,5964.0,1,2,147.9,85,2
571.8,0,0,14.4,35.0,3.2,22.6,1,84.0,0.13,general,11038.0,1,5,246.0,70,1
145.5,1,0,40.9,488.0,21.7,21.5,0,100.0,0.5,agri,1805.0,2,8,208.6,53,2
322.0,0,0,7.7,20.0,2.3,20.4,1,100.0,0.5,medicine,12343.0,5,8,203.6,62,1
564.4,0,0,8.9,35.0,1.1,22.2,3,14.0,0.02,medicine,5463.0,5,3,1088.5,88,1
178.9,1,0,70.3,1197.0,27.0,28.0,2,60.0,1.0,general,1114.0,1,6,818.7,34,2
190.2,1,1,64.4,1041.0,15.3,20.2,1,60.0,1.0,general,3366.0,1,7,657.6,48,2
442.1,0,1,45.7,594.0,0.3,18.4,0,14.0,0.02,medicine,2068.0,5,2,144.2,87,1
175.2,0,0,8.6,68.0,2.3,34.2,0,14.0,0.02,general,14233.0,1,3,6.4,100,1
267.7,1,0,39.6,762.0,12.9,21.9,0,100.0,0.375,agri,12635.0,2,6,284.1,52,2
323.9,0,0,42.7,750.0,8.2,20.4,0,18.0,1.0,agri,8704.0,2,10,225.1,69,1
323.8,0,0,17.8,202.0,3.1,32.6,0,100.0,0.25,agri,6054.0,2,6,46.9,66,1
280.0,0,0,36.3,802.0,0.9,34.2,0,12.0,0.03,construction,563.0,1,2,6.5,90,1
210.1,1,0,38.2,470.0,12.8,31.6,1,80.0,0.5,agri,11653.0,2,8,370.3,58,2
73.5,0,0,51.6,797.0,0.9,24.3,1,8.0,0.04,construction,14730.0,1,12,25.4,84,1
192.1,0,0,23.7,115.0,3.3,33.9,1,8.0,0.04,food,13804.0,4,11,73.9,88,1
437.8,0,1,40.1,594.0,4.9,25.9,1,14.0,0.02,general,11455.0,1,3,357.4,85,1
272.8,1,0,35.5,502.0,4.2,22.8,2,14.0,0.02,medicine,14853.0,5,3,511.7,80,2
193.2,0,0,25.8,115.0,0.0,20.9,2,48.0,0.26,construction,4181.0,1,10,195.2,81,1
349.0,0,0,35.2,750.0,4.4,23.5,1,3.0,0.17,fuel,13277.0,3,3,165.0,87,1
73.4,0,0,49.2,797.0,25.8,28.0,1,80.0,0.5,fuel,6280.0,3,6,90.0,53,1
94.3,0,0,32.6,790.0,0.8,19.2,0,14.0,0.02,general,13920.0,1,11,1.6,89,1
187.6,1,0,34.8,515.0,21.2,27.0,3,100.0,0.375,construction,8186.0,1,8,963.5,51,2
454.6,0,1,36.6,594.0,8.2,19.7,1,100.0,0.25,construction,14702.0,1,7,477.1,64,1
308.9,0,0,18.9,40.0,3.7,26.6,2,14.0,0.02,agri,11894.0,2,2,286.0,88,1
195.9,1,1,66.0,1041.0,1.6,21.8,2,6.0,0.16,general,13492.0,1,1,533.0,66,2
376.8,1,1,43.6,574.0,0.0,32.7,0,15.0,0.01,fuel,6293.0,3,12,372.7,81,2
146.8,1,0,44.5,488.0,0.2,25.2,2,13.0,0.04,agri,3947.0,2,11,259.5,78,2
364.1,1,1,41.0,574.0,12.4,23.7,0,100.0,0.125,general,10452.0,1,9,509.1,63,2
534.2,0,0,18.8,35.0,35.1,19.0,0,100.0,0.25,general,9343.0,1,7,444.2,61,2
214.7,0,0,31.0,688.0,7.3,32.1,1,100.0,0.5,agri,8863.0,2,8,157.5,65,1
71.5,0,0,54.6,797.0,1.6,23.8,1,8.0,0.04,fuel,14135.0,3,3,25.6,84,1
264.4,1,0,48.7,502.0,0.8,31.4,0,14.0,0.02,general,6280.0,1,1,148.2,90,2
258.9,1,0,44.2,762.0,74.6,23.2,0,100.0,0.375,construction,8381.0,1,9,1412.9,44,3
289.5,0,0,21.2,215.0,9.9,20.7,0,10.0,0.08,medicine,9174.0,5,3,49.6,87,1
289.9,0,0,20.4,215.0,9.7,30.6,0,100.0,1.0,food,10785.0,4,6,211.1,58,1
88.0,0,0,65.2,1438.0,14.3,18.3,0,24.0,0.91,medicine,12656.0,5,5,66.5,64,1
231.3,1,0,31.1,250.0,10.8,34.5,2,60.0,0.52,fuel,13641.0,3,4,624.9,57,2
74.0,0,0,47.1,797.0,14.4,30.0,1,80.0,0.5,food,6647.0,4,7,66.5,64,1
330.3,0,0,30.2,202.0,46.0,27.3,1,100.0,0.25,construction,9300.0,1,8,619.5,58,2
342.2,0,0,33.4,750.0,4.5,32.0,2,3.0,0.17,construction,6764.0,1,2,358.9,83,1
350.5,0,0,36.3,750.0,5.1,18.1,2,30.0,1.0,medicine,4503.0,5,6,661.2,62,1
278.4,0,0,24.9,215.0,0.1,22.9,1,10.0,0.08,general,13803.0,1,12,98.1,91,1
99.8,0,0,35.7,790.0,3.6,19.9,2,14.0,0.02,construction,9774.0,1,2,92.2,84,1
198.2,0,0,23.4,115.0,0.7,18.8,1,8.0,0.04,fuel,13547.0,3,1,67.9,94,1
172.1,0,0,13.9,68.0,0.8,32.8,0,14.0,0.02,fuel,3619.0,3,2,2.9,98,1
314.8,2,2,63.8,870.0,7.3,32.2,0,60.0,1.0,fuel,2923.0,3,9,2133.3,44,2
228.8,0,0,30.3,408.0,0.9,33.4,3,13.0,0.04,general,863.0,1,11,443.9,82,1
401.1,1,1,54.0,961.0,5.1,18.6,0,70.0,1.0,agri,1224.0,2,6,846.7,52,2
259.6,1,0,27.8,502.0,0.5,30.9,1,84.0,0.13,construction,13970.0,1,4,281.7,67,2
88.5,0,0,52.5,1438.0,16.6,33.0,1,40.0,1.0,fuel,9543.0,3,9,126.2,52,1
484.1,0,0,29.7,422.0,0.3,34.8,2,7.0,0.1,general,4409.0,1,12,437.8,90,1
182.4,1,0,65.3,1238.0,0.4,24.9,0,4.0,0.14,construction,3037.0,1,12,113.3,75,2
457.1,0,1,47.4,594.0,2.0,34.2,3,14.0,0.02,general,9630.0,1,2,1262.2,80,1
144.1,1,0,47.5,488.0,2.7,24.0,1,13.0,0.04,agri,807.0,2,1,154.4,81,2
241.0,0,0,33.0,775.0,0.3,22.0,1,4.0,0.14,agri,8244.0,2,11,92.9,85,1
369.3,1,1,32.7,574.0,3.3,22.0,3,100.0,0.125,general,7226.0,1,6,1752.9,59,2
525.7,0,0,3.5,35.0,1.9,23.6,1,14.0,0.02,food,11696.0,4,1,185.1,96,1
292.0,0,0,31.4,215.0,1.4,23.7,3,10.0,0.08,general,1803.0,1,3,583.1,83,1
187.8,0,0,15.3,115.0,1.3,19.8,1,8.0,0.04,agri,14268.0,2,2,66.2,91,1
176.3,1,1,42.5,578.0,4.1,28.2,0,78.0,0.26,medicine,6340.0,5,4,224.9,71,2
205.9,1,0,33.8,470.0,7.6,22.3,2,48.0,0.26,construction,7655.0,1,4,462.0,66,2
169.2,1,1,49.6,578.0,0.7,25.0,0,13.0,0.04,agri,2006.0,2,12,173.6,81,2
561.6,0,0,0.0,35.0,4.2,23.2,2,100.0,0.25,medicine,9540.0,5,7,618.5,65,1
446.4,0,1,40.2,594.0,19.8,23.0,0,100.0,0.25,construction,14782.0,1,8,382.5,58,1
237.2,1,0,32.9,250.0,0.8,18.1,2,10.0,0.08,construction,11183.0,1,3,432.9,77,2
170.0,0,0,15.6,68.0,5.5,26.6,3,100.0,0.25,general,7884.0,1,9,395.3,64,1
275.2,1,0,36.4,502.0,1.3,27.6,1,100.0,0.25,construction,4226.0,1,9,328.8,56,2
463.3,0,0,27.2,422.0,0.1,18.4,3,70.0,1.0,food,4937.0,4,9,1491.0,52,1
259.9,0,0,29.1,802.0,0.5,32.6,1,12.0,0.03,food,10865.0,4,12,87.1,93,1
562.5,0,0,11.1,35.0,19.8,32.8,1,100.0,0.25,general,9803.0,1,7,481.2,68,1
206.4,1,1,69.4,1041.0,0.1,34.9,2,60.0,1.0,construction,3763.0,1,9,839.7,43,2
194.5,0,0,17.7,115.0,0.5,24.7,0,48.0,0.26,general,14901.0,1,10,22.0,79,1
220.4,0,0,36.6,688.0,1.5,30.3,1,78.0,0.26,construction,8761.0,1,5,103.7,68,1
82.6,0,0,58.6,1438.0,17.4,23.3,1,24.0,0.91,construction,11954.0,1,5,111.7,63,1
196.0,1,0,39.7,515.0,1.2,23.8,2,12.0,0.03,construction,11689.0,1,3,350.7,78,2
239.6,1,0,39.5,250.0,9.8,19.7,0,60.0,0.52,general,3004.0,1,5,262.7,65,2
190.2,1,1,67.1,1041.0,0.9,33.1,3,6.0,0.16,general,4675.0,1,12,887.5,75,2
249.3,0,0,29.0,408.0,18.7,30.9,1,78.0,0.26,food,5674.0,4,4,208.2,68,1
185.3,1,0,67.7,1197.0,2.8,33.5,1,6.0,0.16,agri,14810.0,2,11,215.5,76,2
188.1,1,0,38.4,515.0,0.3,28.6,1,12.0,0.03,general,12916.0,1,12,189.7,87,2
269.7,0,0,33.5,802.0,2.5,20.9,0,100.0,0.375,fuel,8626.0,3,9,52.4,65,1
198.0,1,1,70.0,1041.0,1.1,18.9,0,6.0,0.16,medicine,4789.0,5,12,222.0,76,2
234.4,0,0,44.9,775.0,29.8,29.8,2,40.0,1.0,construction,11809.0,1,9,701.3,50,1
194.6,0,0,20.8,115.0,0.7,18.2,0,8.0,0.04,general,13834.0,1,11,4.7,96,1
187.5,1,0,69.2,1197.0,113.2,32.9,0,60.0,1.0,medicine,1927.0,5,7,1359.8,33,3
398.2,1,1,33.6,574.0,0.9,32.8,1,15.0,0.01,medicine,8701.0,5,2,626.6,83,2
70.9,0,0,50.2,797.0,0.6,24.6,1,8.0,0.04,medicine,1855.0,5,3,24.1,85,1
269.6,1,0,41.3,502.0,0.7,20.2,3,84.0,0.13,agri,12481.0,2,4,924.0,60,2
260.6,1,0,46.9,762.0,3.0,27.3,2,72.0,0.195,general,10338.0,1,5,523.8,65,2
334.5,0,0,8.1,20.0,3.1,33.5,1,13.0,0.04,medicine,7069.0,5,3,128.1,90,1
186.8,1,0,65.7,1197.0,1.1,22.4,0,36.0,1.0,fuel,6114.0,3,4,248.1,58,2
313.8,0,0,19.1,40.0,2.7,32.6,1,100.0,0.25,construction,4488.0,1,6,152.7,68,1
530.3,0,0,8.8,35.0,0.0,27.0,1,84.0,0.13,general,4497.0,1,10,199.5,74,1
135.5,1,0,39.6,488.0,1.3,34.1,3,13.0,0.04,general,5096.0,1,12,450.9,79,2
75.1,0,0,48.3,797.0,0.5,22.1,3,48.0,0.26,fuel,6717.0,3,4,162.1,74,1
186.7,1,0,67.0,1197.0,0.6,34.6,2,6.0,0.16,general,12790.0,1,12,353.7,75,2
262.2,1,0,36.7,502.0,17.6,19.2,0,100.0,0.25,construction,6303.0,1,7,286.7,60,2
196.5,0,0,16.6,115.0,2.5,34.6,2,8.0,0.04,agri,8695.0,2,11,179.2,89,1
268.6,1,0,44.5,502.0,0.5,26.5,1,14.0,0.02,general,13214.0,1,1,270.6,79,2
321.4,0,0,6.0,20.0,2.4,32.5,1,78.0,0.26,fuel,5687.0,3,4,156.3,76,1
351.7,0,0,39.9,750.0,4.6,30.3,3,18.0,1.0,general,12223.0,1,4,1206.0,59,1
183.5,1,0,66.2,1238.0,1.7,23.6,2,24.0,0.91,fuel,7893.0,3,10,535.1,58,2
173.2,1,1,49.5,578.0,0.5,20.1,2,13.0,0.04,food,8891.0,4,12,439.0,79,2
182.6,1,0,65.5,1197.0,58.7,25.3,1,60.0,1.0,food,6519.0,4,8,1181.2,38,2
260.5,0,0,17.5,102.0,11.4,24.9,1,14.0,0.02,food,847.0,4,3,136.5,89,1
236.1,1,0,31.5,250.0,2.4,28.6,1,10.0,0.08,construction,8710.0,1,2,258.1,82,2
313.5,0,0,12.2,40.0,14.3,22.6,2,100.0,0.25,agri,9439.0,2,7,432.4,63,1
310.0,0,0,17.0,20.0,0.9,32.8,1,13.0,0.04,food,4299.0,4,3,107.0,95,1
335.3,0,0,15.3,20.0,2.8,23.1,0,13.0,0.04,agri,6685.0,2,1,17.4,95,1
377.8,1,1,66.4,961.0,0.1,30.3,3,7.0,0.1,food,1611.0,4,12,1702.5,72,2
309.2,0,0,11.4,40.0,5.8,31.4,1,14.0,0.02,agri,9127.0,2,3,129.6,94,1
282.8,1,0,36.3,502.0,0.6,33.7,1,14.0,0.02,fuel,4452.0,3,11,285.2,89,2
303.0,2,2,63.6,870.0,2.7,19.9,1,60.0,1.0,fuel,1987.0,3,8,2516.1,42,2
253.6,0,0,31.6,775.0,2.4,34.3,1,4.0,0.14,general,9903.0,1,2,106.9,90,1
190.6,1,1,67.8,1041.0,0.2,20.2,1,60.0,1.0,food,2501.0,4,9,523.1,45,2
274.7,0,0,29.6,802.0,9.2,23.0,0,100.0,0.375,medicine,9609.0,5,9,82.9,64,1
231.1,1,0,37.5,250.0,1.2,23.8,2,10.0,0.08,construction,8524.0,1,3,424.4,81,2
212.0,1,0,43.8,470.0,0.9,33.0,0,8.0,0.04,agri,9280.0,2,2,121.6,88,2
139.8,1,0,42.1,488.0,1.0,22.7,1,78.0,0.26,general,1554.0,1,4,167.1,67,2
86.8,0,0,43.5,1438.0,23.5,28.4,1,40.0,1.0,agri,3884.0,2,6,144.8,58,1
187.9,1,0,74.3,1197.0,8.9,23.3,0,36.0,1.0,fuel,4746.0,3,4,291.3,53,2
386.8,1,1,43.3,574.0,7.0,31.5,0,100.0,0.125,fuel,683.0,3,8,481.1,62,2
182.0,0,0,16.4,68.0,1.9,24.0,1,14.0,0.02,general,14878.0,1,2,64.1,87,1
256.8,0,0,46.5,775.0,19.5,25.5,0,40.0,1.0,food,5261.0,4,8,248.8,59,1
201.1,0,0,46.5,688.0,0.1,21.3,1,13.0,0.04,general,5364.0,1,1,67.1,86,1
191.6,1,1,71.3,1041.0,20.0,22.6,0,60.0,1.0,medicine,3576.0,5,7,524.1,47,2
73.8,0,0,46.0,797.0,31.0,31.1,3,48.0,0.26,fuel,1991.0,3,5,270.3,65,2
172.0,1,0,73.1,1197.0,3.9,33.8,2,6.0,0.16,fuel,8259.0,3,1,344.3,75,2
195.7,1,0,66.7,1238.0,12.0,23.3,2,40.0,1.0,fuel,14735.0,3,9,700.3,56,2
337.0,0,0,38.0,750.0,24.1,19.7,0,30.0,1.0,medicine,5767.0,5,8,371.6,66,1
182.0,1,0,62.5,1197.0,0.3,33.7,0,6.0,0.16,food,11242.0,4,11,114.8,84,2
202.0,1,1,71.4,1041.0,16.7,24.6,0,60.0,1.0,medicine,6559.0,5,9,520.9,47,2
538.6,0,0,7.7,35.0,5.2,31.0,0,14.0,0.02,fuel,6698.0,3,3,41.3,93,1
173.4,0,0,15.9,68.0,6.4,26.0,1,14.0,0.02,medicine,9188.0,5,11,74.5,89,1
230.3,0,0,25.2,408.0,0.8,34.1,1,13.0,0.04,general,13701.0,1,11,79.5,93,1
234.6,0,0,36.7,408.0,1.2,34.3,1,13.0,0.04,construction,10355.0,1,11,82.4,85,1
541.8,0,0,8.0,35.0,2.7,29.6,0,84.0,0.13,fuel,620.0,3,4,47.1,74,1
151.8,1,1,61.3,1117.0,0.9,34.5,0,3.0,0.17,medicine,11956.0,5,11,170.4,78,2
200.5,0,0,22.3,115.0,0.2,33.5,3,12.0,0.03,construction,13295.0,1,1,382.7,82,1
88.9,0,0,57.5,1438.0,0.7,19.8,2,4.0,0.14,medicine,2677.0,5,1,83.6,78,1
274.3,0,0,16.4,102.0,0.6,23.8,2,14.0,0.02,food,2761.0,4,1,235.3,95,1
329.3,0,0,17.6,20.0,0.9,21.3,0,100.0,0.5,medicine,5244.0,5,9,76.9,68,1
140.5,1,0,38.9,488.0,2.9,31.8,1,78.0,0.26,construction,11735.0,1,5,174.8,66,2
72.8,0,0,42.1,797.0,14.1,18.9,2,80.0,0.5,general,5654.0,1,8,116.8,60,1
210.3,1,0,29.3,470.0,29.4,18.9,0,80.0,0.5,agri,13720.0,2,7,363.0,53,2
100.5,0,0,38.2,790.0,1.2,30.1,0,100.0,0.25,general,8825.0,1,7,11.8,69,1
440.0,0,1,46.8,594.0,7.3,25.8,1,100.0,0.25,medicine,14398.0,5,9,451.8,61,1
263.5,0,0,22.7,102.0,0.8,34.0,2,14.0,0.02,fuel,5722.0,3,12,227.5,89,1
313.1,0,0,18.8,40.0,0.1,27.1,1,14.0,0.02,medicine,6463.0,5,12,101.4,88,1
239.3,0,0,40.6,775.0,87.7,19.2,0,40.0,1.0,medicine,14595.0,5,9,1125.4,46,3
173.6,1,0,74.6,1197.0,0.2,19.9,0,6.0,0.16,agri,14679.0,2,11,109.3,80,2
327.8,0,0,30.7,202.0,1.6,25.9,1,84.0,0.13,construction,9107.0,1,5,132.1,74,1
72.3,0,0,39.6,797.0,16.6,34.8,3,80.0,0.5,general,7509.0,1,7,228.3,57,1
96.4,0,0,35.4,790.0,3.2,22.2,3,100.0,0.25,food,3864.0,4,8,215.7,64,1
134.7,1,0,45.2,488.0,0.0,26.6,2,13.0,0.04,general,724.0,1,3,237.5,78,2
221.8,1,0,36.6,470.0,3.4,20.5,1,80.0,0.5,agri,4689.0,2,9,325.9,55,2
188.6,0,0,16.4,115.0,13.7,34.8,0,72.0,0.195,general,3656.0,1,5,54.3,78,1
183.1,1,0,65.1,1238.0,1.4,28.3,0,4.0,0.14,fuel,5290.0,3,1,117.3,84,2
198.5,0,0,12.9,115.0,0.9,21.6,0,12.0,0.03,medicine,12537.0,5,2,4.5,92,1
181.2,0,0,9.4,68.0,1.1,19.1,0,84.0,0.13,fuel,1430.0,3,10,11.7,80,1
209.1,1,0,34.4,470.0,15.1,31.7,0,80.0,0.5,fuel,1576.0,3,9,256.2,56,2
346.2,0,0,29.0,202.0,10.7,27.2,2,84.0,0.13,food,740.0,4,5,408.2,69,1
237.3,0,0,34.5,775.0,9.4,24.4,3,24.0,0.91,construction,2786.0,1,4,828.9,64,1
230.4,1,0,34.1,250.0,7.2,25.4,1,10.0,0.08,food,9259.0,4,3,280.0,81,2
258.0,0,0,33.9,802.0,12.6,29.0,1,72.0,0.195,fuel,684.0,3,4,167.1,70,1
304.0,0,0,15.7,20.0,8.4,21.2,0,78.0,0.26,medicine,5044.0,5,4,70.1,71,1
260.5,0,0,30.2,802.0,1.2,29.3,0,12.0,0.03,fuel,1641.0,3,11,6.9,94,1
268.0,1,0,36.3,502.0,31.5,21.7,1,100.0,0.25,construction,10358.0,1,9,609.0,53,2
273.9,0,0,16.4,102.0,19.9,26.3,1,84.0,0.13,general,9390.0,1,5,213.6,68,1
270.8,0,0,19.6,102.0,11.6,28.8,2,84.0,0.13,medicine,4106.0,5,5,325.5,72,1
171.0,1,1,50.1,578.0,2.0,24.6,0,13.0,0.04,fuel,8932.0,3,12,180.6,86,2
269.6,0,0,18.9,215.0,69.2,31.8,0,100.0,1.0,agri,8354.0,2,6,1228.3,42,3
187.9,1,0,40.8,515.0,0.1,31.6,2,12.0,0.03,general,3639.0,1,11,330.2,81,2
205.0,0,0,39.3,688.0,0.6,31.0,2,13.0,0.04,agri,9761.0,2,2,178.7,85,1
267.0,0,0,27.2,102.0,4.0,19.3,1,84.0,0.13,agri,4522.0,2,4,118.4,66,1
279.3,0,0,26.5,215.0,12.9,24.6,1,100.0,1.0,agri,13485.0,2,8,366.5,54,1
321.4,2,2,59.9,870.0,2.2,22.6,1,6.0,0.16,fuel,1685.0,3,12,1845.6,72,2
187.9,0,0,23.3,115.0,0.7,28.7,3,72.0,0.195,fuel,3425.0,3,10,393.1,71,1
186.4,1,0,60.7,1238.0,5.3,24.1,2,40.0,1.0,construction,7607.0,1,6,604.0,53,2
252.5,1,0,37.9,762.0,0.1,27.1,2,12.0,0.03,agri,12255.0,2,1,443.4,83,2
208.1,0,0,44.6,688.0,12.1,24.9,3,78.0,0.26,general,5508.0,1,4,542.2,64,1
143.7,1,1,62.6,1117.0,1.9,21.5,0,18.0,1.0,agri,3108.0,2,5,287.6,62,2
185.9,1,0,43.9,515.0,0.8,22.9,0,12.0,0.03,general,8319.0,1,11,105.4,82,2
87.5,0,0,63.5,1438.0,6.0,28.3,1,40.0,1.0,construction,5525.0,1,8,98.4,62,1
351.4,0,0,41.9,750.0,23.8,23.5,0,30.0,1.0,agri,5385.0,2,6,383.8,59,1
287.1,0,0,23.3,215.0,4.8,31.0,2,100.0,1.0,medicine,11343.0,5,9,538.8,52,1
267.2,0,0,36.1,802.0,0.3,26.9,0,12.0,0.03,fuel,10400.0,3,11,4.1,93,1
327.6,0,0,32.8,202.0,9.0,30.5,2,84.0,0.13,food,9419.0,4,5,371.1,68,1
162.1,1,1,46.3,578.0,22.3,33.9,0,78.0,0.26,general,11441.0,1,5,302.3,58,2
276.0,0,0,21.0,102.0,0.1,32.9,1,14.0,0.02,medicine,5260.0,5,12,89.3,89,1
94.7,0,0,28.3,790.0,2.0,29.3,0,100.0,0.25,general,1549.0,1,9,12.2,70,1
100.4,0,0,29.4,790.0,5.4,19.0,3,84.0,0.13,fuel,13653.0,3,10,219.5,67,1
219.3,1,0,38.8,470.0,10.0,31.8,0,48.0,0.26,food,3658.0,4,10,197.8,75,2
304.6,0,0,13.9,40.0,10.7,20.9,0,100.0,0.25,agri,9035.0,2,9,80.2,65,1
505.5,0,0,29.1,422.0,1.7,29.3,0,7.0,0.1,food,13473.0,4,11,30.5,99,1
185.2,1,0,57.8,1238.0,2.1,30.8,0,40.0,1.0,food,2487.0,4,7,251.1,54,2
174.1,1,0,65.5,1197.0,0.3,29.2,2,6.0,0.16,construction,3594.0,1,3,328.2,78,2
226.0,1,0,41.7,250.0,2.3,28.5,2,100.0,1.0,medicine,8413.0,5,9,700.5,39,2
217.7,1,0,44.3,470.0,38.5,23.1,1,80.0,0.5,fuel,3089.0,3,6,658.2,47,2
172.8,0,0,12.9,68.0,0.9,25.1,1,14.0,0.02,food,13511.0,4,11,58.1,96,1
255.4,1,0,42.3,762.0,2.9,27.2,0,100.0,0.375,food,4745.0,4,9,210.2,61,2
328.9,0,0,43.8,750.0,6.0,34.2,2,3.0,0.17,food,7475.0,4,3,356.7,82,1
198.4,0,0,20.7,115.0,0.4,27.5,0,12.0,0.03,general,12348.0,1,12,3.2,92,1
500.8,0,0,43.5,422.0,3.6,23.5,0,70.0,1.0,medicine,9091.0,5,6,301.4,57,1
137.2,1,0,42.1,488.0,1.1,18.0,3,100.0,0.5,food,6691.0,4,8,557.0,50,2
270.3,0,0,20.1,102.0,1.6,27.4,3,84.0,0.13,agri,3338.0,2,5,555.5,66,1
143.7,1,0,40.0,488.0,0.0,24.4,0,13.0,0.04,general,5913.0,1,1,80.2,82,2
238.0,0,0,33.1,408.0,4.7,29.2,0,100.0,0.5,agri,4425.0,2,9,69.8,66,1
76.6,0,0,46.7,797.0,11.9,25.7,0,80.0,0.5,construction,14176.0,1,8,32.2,60,1
321.9,0,0,12.7,40.0,0.1,26.8,2,14.0,0.02,general,8149.0,1,1,273.2,85,1
196.7,1,1,67.1,1041.0,0.7,31.6,0,6.0,0.16,general,5347.0,1,2,218.6,86,2
397.5,1,1,49.1,574.0,1.2,24.8,0,15.0,0.01,agri,3091.0,2,11,404.2,84,2
322.7,0,0,11.5,20.0,5.8,30.1,0,78.0,0.26,fuel,14396.0,3,10,61.0,78,1
268.2,0,0,27.9,802.0,16.6,29.3,2,100.0,0.375,general,12154.0,1,7,419.7,59,1
74.4,0,0,46.3,797.0,9.4,19.9,0,80.0,0.5,fuel,14328.0,3,6,27.8,62,1
277.7,0,0,14.3,102.0,11.6,26.8,1,100.0,0.25,agri,13173.0,2,9,183.8,66,1
76.9,0,0,54.8,797.0,0.1,33.1,2,48.0,0.26,fuel,11901.0,3,4,77.7,77,1
223.4,1,0,37.5,470.0,11.3,34.5,0,80.0,0.5,agri,9390.0,2,6,250.0,63,2
267.6,0,0,25.7,215.0,14.3,32.8,3,100.0,1.0,fuel,6714.0,3,8,1059.2,40,1
172.5,0,0,19.4,68.0,6.3,26.8,1,100.0,0.25,food,12353.0,4,9,95.3,69,1
341.1,0,0,43.3,750.0,1.6,29.2,0,3.0,0.17,food,2963.0,4,3,30.1,94,1
264.2,0,0,14.0,102.0,3.6,29.4,1,100.0,0.25,general,3631.0,1,9,132.6,66,1
114.2,1,1,46.7,550.0,0.9,25.6,0,36.0,1.0,food,6601.0,4,4,224.7,63,2
275.6,0,0,32.6,802.0,12.3,33.2,0,12.0,0.03,agri,3939.0,2,3,51.9,90,1
436.7,0,1,43.6,594.0,1.9,28.6,3,14.0,0.02,food,12318.0,4,11,1203.4,77,1
191.6,0,0,22.6,115.0,56.8,30.0,0,80.0,0.5,general,7917.0,1,6,412.2,54,2
422.1,0,1,43.4,594.0,40.2,23.8,0,100.0,0.25,general,13676.0,1,8,664.4,57,2
485.9,0,0,34.0,422.0,1.0,19.9,1,70.0,1.0,food,13080.0,4,8,488.5,57,1
261.5,1,0,43.8,762.0,0.1,34.6,1,12.0,0.03,construction,11222.0,1,11,262.4,78,2
94.9,0,0,34.2,790.0,23.0,28.9,1,84.0,0.13,medicine,14669.0,5,4,81.7,70,1
191.6,1,0,42.7,515.0,8.2,34.2,0,72.0,0.195,fuel,1080.0,3,10,156.4,73,2
257.1,1,0,37.5,762.0,0.7,22.3,1,12.0,0.03,general,1934.0,1,3,261.8,79,2
219.5,1,0,42.8,250.0,2.1,27.1,2,10.0,0.08,fuel,6702.0,3,1,409.0,76,2
197.8,0,0,29.4,115.0,4.2,32.3,0,12.0,0.03,food,8628.0,4,1,13.1,88,1
335.4,0,0,10.3,20.0,3.2,33.8,1,13.0,0.04,fuel,4481.0,3,3,128.8,92,1
204.9,1,0,34.2,470.0,6.6,22.7,0,48.0,0.26,fuel,14622.0,3,10,168.8,75,2
96.6,0,0,37.7,790.0,0.7,28.4,1,14.0,0.02,general,6354.0,1,12,32.1,88,1
186.5,1,0,68.2,1197.0,0.6,27.3,2,6.0,0.16,food,9977.0,4,2,353.5,76,2
351.5,0,0,40.7,750.0,13.2,22.6,2,18.0,1.0,construction,3794.0,1,10,765.7,58,1
460.9,0,0,26.9,422.0,1.3,34.5,0,7.0,0.1,food,5663.0,4,3,25.4,97,1
188.6,0,0,19.2,115.0,0.4,33.4,1,48.0,0.26,food,3470.0,4,10,85.2,78,1
264.6,0,0,39.4,802.0,0.9,31.2,0,72.0,0.195,general,13681.0,1,10,23.8,79,1
240.8,1,0,28.0,250.0,2.5,21.8,1,60.0,0.52,food,8936.0,4,5,351.9,65,2
85.2,0,0,55.7,1438.0,7.8,27.2,0,40.0,1.0,fuel,8502.0,3,8,58.5,62,1
259.3,0,0,27.3,102.0,0.2,20.9,0,84.0,0.13,construction,10190.0,1,4,13.7,78,1
71.7,0,0,43.6,797.0,3.0,25.0,0,8.0,0.04,medicine,11038.0,5,3,3.9,89,1
102.4,0,0,29.5,790.0,6.8,30.2,0,84.0,0.13,fuel,527.0,3,4,14.9,77,1
226.6,1,0,31.6,250.0,0.5,19.1,3,10.0,0.08,construction,2534.0,1,11,758.4,78,2
195.7,0,0,18.5,115.0,3.7,27.2,0,72.0,0.195,medicine,6237.0,5,10,25.1,76,1
261.6,0,0,22.5,802.0,12.3,29.8,0,100.0,0.375,fuel,12705.0,3,8,93.3,69,1
301.3,0,0,6.5,40.0,14.3,30.9,1,100.0,0.25,fuel,1852.0,3,9,217.3,65,1
420.0,0,1,49.5,594.0,0.3,21.2,0,14.0,0.02,construction,14060.0,1,2,136.9,89,1
198.6,1,0,36.9,515.0,13.0,32.2,1,72.0,0.195,fuel,8601.0,3,10,293.2,64,2
181.1,0,0,8.1,68.0,7.9,26.6,0,14.0,0.02,general,7882.0,1,11,21.0,92,1
145.8,1,1,61.1,1117.0,19.9,26.6,2,30.0,1.0,construction,2650.0,1,9,784.7,51,2
